date,Campsite,1,2,3,4,5,6,2P
10/20/2015,camping2,1,,,,,,
10/20/2015,camping3,2,,1,,,,
10/20/2015,camping6,2,,,,,,
10/20/2015,camping7,1,,,,,,
10/20/2015,camping8,,,,,,,1
10/20/2015,entrance0,2,,,2,1,,
10/20/2015,entrance1,3,1,,4,2,,
10/20/2015,entrance2,,1,1,,,,
10/20/2015,entrance3,3,,,5,1,,
10/20/2015,entrance4,4,1,2,3,2,,
10/20/2015,gate3,,,,2,,,6
10/20/2015,gate4,,,,,,,2
10/20/2015,gate5,,,,2,,,6
10/20/2015,gate6,,,,2,,,4
10/20/2015,gate7,,,,,,,4
10/20/2015,gate8,,,,,,,6
10/20/2015,general-gate1,5,2,3,3,2,,
10/20/2015,general-gate2,5,2,3,3,2,,
10/20/2015,general-gate3,,,,,,,1
10/20/2015,general-gate4,3,2,3,3,2,,
10/20/2015,general-gate5,5,1,2,5,2,,5
10/20/2015,general-gate6,1,,,,,,
10/20/2015,general-gate7,4,2,3,4,2,,
10/20/2015,ranger-base,,,,,,,6
10/20/2015,ranger-stop0,5,2,3,3,2,,
10/20/2015,ranger-stop2,5,2,3,3,2,,
10/20/2015,ranger-stop3,,,,2,,,6
10/20/2015,ranger-stop5,,,,,,,2
10/20/2015,ranger-stop6,,,,2,,,6
10/20/2015,ranger-stop7,,,,,,,4
10/21/2015,camping3,2,1,,,,,
10/21/2015,camping5,,2,,,,,
10/21/2015,camping6,,2,,,,,
10/21/2015,camping7,4,,,,,,
10/21/2015,camping8,,,,,,,2
10/21/2015,entrance0,2,2,2,2,4,,
10/21/2015,entrance1,4,4,1,3,3,,
10/21/2015,entrance2,3,3,,2,,,
10/21/2015,entrance3,4,1,3,1,,,
10/21/2015,entrance4,1,3,,,3,,
10/21/2015,gate3,,,,,,,4
10/21/2015,gate4,,,,,,,4
10/21/2015,gate5,,,,,,,4
10/21/2015,gate8,,,,,,,4
10/21/2015,general-gate1,4,6,,2,3,,
10/21/2015,general-gate2,4,6,,2,3,,
10/21/2015,general-gate3,,,,,,,2
10/21/2015,general-gate4,1,4,,2,3,,
10/21/2015,general-gate5,2,4,,,3,,2
10/21/2015,general-gate6,4,,,,,,
10/21/2015,general-gate7,2,6,1,3,3,,
10/21/2015,ranger-base,,,,,,,4
10/21/2015,ranger-stop0,4,6,,2,3,,
10/21/2015,ranger-stop2,4,6,,2,3,,
10/21/2015,ranger-stop3,,,,,,,4
10/21/2015,ranger-stop5,,,,,,,4
10/21/2015,ranger-stop6,,,,,,,4
10/22/2015,camping2,,,,,,,2
10/22/2015,camping3,4,,1,,,,
10/22/2015,camping4,,2,,,,,
10/22/2015,camping6,2,,2,,,,
10/22/2015,camping7,2,,1,,,,
10/22/2015,camping8,,,,,,,2
10/22/2015,entrance0,2,3,4,5,,,
10/22/2015,entrance1,6,2,2,1,1,,
10/22/2015,entrance2,5,1,6,2,1,,
10/22/2015,entrance3,3,2,3,,,,
10/22/2015,entrance4,2,2,5,,2,,
10/22/2015,gate3,,,,,,,8
10/22/2015,gate4,,,,,,,4
10/22/2015,gate5,,,,,,,7
10/22/2015,gate6,,,,,,,3
10/22/2015,gate8,,,,,,,8
10/22/2015,general-gate1,7,3,8,2,1,,1
10/22/2015,general-gate2,7,3,8,2,1,,1
10/22/2015,general-gate3,,,,,,,2
10/22/2015,general-gate4,6,,2,1,1,,
10/22/2015,general-gate5,3,2,5,,1,,5
10/22/2015,general-gate6,2,,1,,,,
10/22/2015,general-gate7,8,,3,1,1,,2
10/22/2015,ranger-base,,,,,,,8
10/22/2015,ranger-stop0,7,3,8,2,1,,1
10/22/2015,ranger-stop2,7,3,8,2,1,,2
10/22/2015,ranger-stop3,,,,,,,8
10/22/2015,ranger-stop5,,,,,,,4
10/22/2015,ranger-stop6,,,,,,,9
10/23/2015,camping0,1,1,3,,,,
10/23/2015,camping2,2,,2,,,,
10/23/2015,camping3,2,,,,,,
10/23/2015,camping4,1,,,,,,
10/23/2015,camping5,,,2,,,,
10/23/2015,camping7,,,1,,,,
10/23/2015,camping8,,,,,,,2
10/23/2015,entrance0,2,1,2,2,,1,
10/23/2015,entrance1,1,3,3,,,,
10/23/2015,entrance2,3,5,2,2,1,,
10/23/2015,entrance3,2,4,5,1,2,1,
10/23/2015,entrance4,2,2,4,3,1,,
10/23/2015,gate2,,,,,,,2
10/23/2015,gate3,,,,,,,4
10/23/2015,gate4,,,,,,,4
10/23/2015,gate5,,,,,,,4
10/23/2015,gate6,,,,,,,2
10/23/2015,gate7,,,,,,,2
10/23/2015,gate8,,,,,,,4
10/23/2015,general-gate1,3,7,7,3,2,,2
10/23/2015,general-gate2,3,7,7,3,2,,2
10/23/2015,general-gate3,,,,,,,2
10/23/2015,general-gate4,5,4,6,,,,2
10/23/2015,general-gate5,1,2,5,2,1,,4
10/23/2015,general-gate6,,,1,,,,
10/23/2015,general-gate7,7,4,10,,,,3
10/23/2015,ranger-base,,,,,,,4
10/23/2015,ranger-stop0,3,7,7,3,2,,3
10/23/2015,ranger-stop1,,,,,,,2
10/23/2015,ranger-stop2,3,7,7,3,2,,3
10/23/2015,ranger-stop3,,,,,,,4
10/23/2015,ranger-stop4,,,,,,,2
10/23/2015,ranger-stop5,,,,,,,4
10/23/2015,ranger-stop6,,,,,,,5
10/23/2015,ranger-stop7,,,,,,,2
10/24/2015,camping0,,3,1,,,,
10/24/2015,camping2,1,,1,,,,
10/24/2015,camping4,,1,,,,,2
10/24/2015,camping5,1,1,2,,,,
10/24/2015,camping7,2,2,,,,,
10/24/2015,camping8,1,,2,,,,
10/24/2015,entrance0,7,5,3,,1,,
10/24/2015,entrance1,2,3,3,1,,,
10/24/2015,entrance2,4,5,3,2,1,,
10/24/2015,entrance3,1,7,1,2,,,
10/24/2015,entrance4,2,3,,1,,,
10/24/2015,gate0,,,,,,,1
10/24/2015,gate1,,,,,,,1
10/24/2015,gate2,,,,,,,2
10/24/2015,gate5,,,,,,,1
10/24/2015,gate6,,,,,,,1
10/24/2015,gate8,,,,,,,2
10/24/2015,general-gate1,5,6,3,3,1,,1
10/24/2015,general-gate2,5,6,3,3,1,,1
10/24/2015,general-gate3,1,,1,,,,
10/24/2015,general-gate4,3,2,4,1,,,
10/24/2015,general-gate5,3,3,,1,,,1
10/24/2015,general-gate6,2,2,,,,,
10/24/2015,general-gate7,4,5,5,1,,,3
10/24/2015,ranger-base,,,,,,,2
10/24/2015,ranger-stop0,5,6,3,3,1,,2
10/24/2015,ranger-stop1,,,,,,,2
10/24/2015,ranger-stop2,5,6,3,3,1,,1
10/24/2015,ranger-stop4,,,,,,,2
10/24/2015,ranger-stop6,,,,,,,1
10/25/2015,camping0,2,,,,,,
10/25/2015,camping2,,,2,,,,
10/25/2015,camping3,,,1,,,,
10/25/2015,camping4,,4,,,,,
10/25/2015,camping5,2,4,1,,,,
10/25/2015,camping7,4,,,,,,
10/25/2015,entrance0,6,1,3,2,,,
10/25/2015,entrance1,3,2,,2,3,,
10/25/2015,entrance2,1,6,2,3,1,,
10/25/2015,entrance3,5,4,1,2,3,,
10/25/2015,entrance4,4,5,4,1,3,,
10/25/2015,gate3,,,,,,,2
10/25/2015,gate5,,,,,,,2
10/25/2015,gate6,,,,,,,2
10/25/2015,gate7,,,,,,,2
10/25/2015,gate8,,,,,,,4
10/25/2015,general-gate1,7,7,4,4,2,,2
10/25/2015,general-gate2,7,7,4,4,2,,2
10/25/2015,general-gate4,5,7,3,2,1,,2
10/25/2015,general-gate5,6,3,3,1,2,,4
10/25/2015,general-gate6,4,,,,,,
10/25/2015,general-gate7,7,10,4,2,3,,2
10/25/2015,ranger-base,,,,,,,4
10/25/2015,ranger-stop0,7,7,4,4,2,,3
10/25/2015,ranger-stop2,7,7,4,4,2,,3
10/25/2015,ranger-stop3,,,,,,,2
10/25/2015,ranger-stop4,,,,,,,2
10/25/2015,ranger-stop6,,,,,,,2
10/25/2015,ranger-stop7,,,,,,,2
10/26/2015,camping0,1,,,,,,
10/26/2015,camping1,2,,,,,,
10/26/2015,camping2,,,1,,,,
10/26/2015,camping3,4,1,,,,,
10/26/2015,camping5,1,1,,,,,
10/26/2015,camping6,4,,,,,,
10/26/2015,camping7,1,,,,,,
10/26/2015,camping8,,,,,,,3
10/26/2015,entrance0,3,,4,1,,1,
10/26/2015,entrance1,2,1,3,1,2,2,
10/26/2015,entrance2,3,4,,2,,1,
10/26/2015,entrance3,5,3,2,2,2,2,
10/26/2015,entrance4,4,4,2,2,,2,
10/26/2015,gate2,,,,,,,2
10/26/2015,gate3,,,,,,,2
10/26/2015,gate4,,,,,,,2
10/26/2015,gate5,,,,,,,4
10/26/2015,gate6,,,,,,,4
10/26/2015,gate7,,,,,,,2
10/26/2015,gate8,,,,,,,4
10/26/2015,general-gate0,1,,,,,,
10/26/2015,general-gate1,8,6,2,4,,3,2
10/26/2015,general-gate2,8,6,2,4,,3,2
10/26/2015,general-gate3,,,,,,,1
10/26/2015,general-gate4,4,3,1,1,,2,2
10/26/2015,general-gate5,6,3,2,2,,2,5
10/26/2015,general-gate6,1,,,,,,
10/26/2015,general-gate7,6,3,2,1,2,2,5
10/26/2015,ranger-base,,,,,,,4
10/26/2015,ranger-stop0,8,6,2,4,,3,3
10/26/2015,ranger-stop1,,,,,,,2
10/26/2015,ranger-stop2,8,6,2,4,,3,3
10/26/2015,ranger-stop3,,,,,,,2
10/26/2015,ranger-stop4,,,,,,,4
10/26/2015,ranger-stop5,,,,,,,2
10/26/2015,ranger-stop6,,,,,,,5
10/26/2015,ranger-stop7,,,,,,,2
10/27/2015,camping1,2,,,,,,
10/27/2015,camping2,2,,,,,,
10/27/2015,camping3,,,1,,,,
10/27/2015,camping4,,1,,,,,
10/27/2015,camping5,,1,,,,,
10/27/2015,camping6,2,,,,,,
10/27/2015,camping7,,,,,,,2
10/27/2015,camping8,,,2,,,,1
10/27/2015,entrance0,1,1,1,2,1,,
10/27/2015,entrance1,2,3,2,3,,,
10/27/2015,entrance2,6,1,3,1,1,,
10/27/2015,entrance3,4,4,2,2,,,
10/27/2015,entrance4,3,3,1,4,2,,
10/27/2015,gate3,,,,,,,4
10/27/2015,gate4,,,,,,,2
10/27/2015,gate5,,,,,,,4
10/27/2015,gate6,,,,,,,2
10/27/2015,gate7,,,,,,,2
10/27/2015,gate8,,,,,,,6
10/27/2015,general-gate0,1,,,,,,
10/27/2015,general-gate1,5,4,4,3,1,,
10/27/2015,general-gate2,5,4,4,3,1,,
10/27/2015,general-gate3,,,,,,,1
10/27/2015,general-gate4,1,3,2,3,,,
10/27/2015,general-gate5,1,3,,3,1,,3
10/27/2015,general-gate6,,,,,,,2
10/27/2015,general-gate7,2,5,3,3,,,
10/27/2015,ranger-base,,,,,,,6
10/27/2015,ranger-stop0,5,4,4,3,1,,
10/27/2015,ranger-stop2,5,4,4,3,1,,
10/27/2015,ranger-stop3,,,,,,,4
10/27/2015,ranger-stop5,,,,,,,2
10/27/2015,ranger-stop6,,,,,,,4
10/27/2015,ranger-stop7,,,,,,,2
10/28/2015,camping2,,,,,,,2
10/28/2015,camping3,,2,,,,,
10/28/2015,camping4,,2,,,,,
10/28/2015,camping5,2,1,1,,,,
10/28/2015,camping8,,2,,,,,2
10/28/2015,entrance0,2,3,2,2,,1,
10/28/2015,entrance1,4,,1,2,,,
10/28/2015,entrance2,5,4,1,3,,1,
10/28/2015,entrance3,2,2,,1,,2,
10/28/2015,entrance4,5,4,1,,,,
10/28/2015,gate0,,,,,,,1
10/28/2015,gate1,,,,,,,1
10/28/2015,gate3,,,,,,,4
10/28/2015,gate4,,,,,,,6
10/28/2015,gate5,,,,,,,5
10/28/2015,gate6,,,,,,,1
10/28/2015,gate8,,,,,,,6
10/28/2015,general-gate1,6,4,2,3,,1,1
10/28/2015,general-gate2,6,4,2,3,,1,1
10/28/2015,general-gate3,,1,,,,,2
10/28/2015,general-gate4,6,4,2,2,,,
10/28/2015,general-gate5,3,2,1,,,,3
10/28/2015,general-gate7,6,5,2,2,,,2
10/28/2015,ranger-base,,,,,,,6
10/28/2015,ranger-stop0,6,4,2,3,,1,1
10/28/2015,ranger-stop2,6,4,2,3,,1,2
10/28/2015,ranger-stop3,,,,,,,4
10/28/2015,ranger-stop4,,,,,,,2
10/28/2015,ranger-stop5,,,,,,,6
10/28/2015,ranger-stop6,,,,,,,5
10/29/2015,camping4,,1,,,,,
10/29/2015,camping5,,,1,,,,
10/29/2015,camping6,4,,,,,,
10/29/2015,camping7,4,,,,,,
10/29/2015,entrance0,7,2,1,,,1,
10/29/2015,entrance1,5,,1,1,1,,
10/29/2015,entrance2,3,2,6,1,1,,
10/29/2015,entrance3,2,3,3,,,1,
10/29/2015,entrance4,2,6,,,,,
10/29/2015,gate8,,,,,,,4
10/29/2015,general-gate1,9,4,6,1,1,,4
10/29/2015,general-gate2,9,4,6,1,1,,4
10/29/2015,general-gate4,5,1,2,1,1,,4
10/29/2015,general-gate5,6,4,,,,,4
10/29/2015,general-gate6,4,,,,,,
10/29/2015,general-gate7,5,1,2,1,1,,4
10/29/2015,ranger-base,,,,,,,4
10/29/2015,ranger-stop0,9,4,6,1,1,,6
10/29/2015,ranger-stop2,9,4,6,1,1,,6
10/29/2015,ranger-stop4,,,,,,,4
10/30/2015,camping4,,1,,,,,
10/30/2015,camping6,4,,2,,,,2
10/30/2015,camping7,2,,,,,,
10/30/2015,camping8,5,,,,,,
10/30/2015,entrance0,4,3,1,1,2,1,
10/30/2015,entrance1,5,2,3,2,,,
10/30/2015,entrance2,8,2,,1,2,1,
10/30/2015,entrance3,4,,1,1,1,1,
10/30/2015,entrance4,6,,2,1,3,1,
10/30/2015,gate8,,,,,,,2
10/30/2015,general-gate1,10,2,4,2,3,2,
10/30/2015,general-gate2,11,2,4,2,3,2,
10/30/2015,general-gate3,3,,,,,,
10/30/2015,general-gate4,5,3,3,2,,,
10/30/2015,general-gate5,6,,4,1,2,1,
10/30/2015,general-gate6,2,,,,,,
10/30/2015,general-gate7,5,3,3,2,,,
10/30/2015,ranger-base,,,,,,,2
10/30/2015,ranger-stop0,11,2,4,2,3,2,
10/30/2015,ranger-stop2,10,2,4,2,3,2,
10/31/2015,camping3,3,,,,,,
10/31/2015,camping4,1,,,,,,
10/31/2015,camping5,,,1,,,,
10/31/2015,camping6,,2,2,,,,
10/31/2015,camping7,2,2,,,,,
10/31/2015,camping8,5,,,,,,3
10/31/2015,entrance0,5,5,1,1,1,,
10/31/2015,entrance1,3,3,1,1,1,1,
10/31/2015,entrance2,6,3,,1,1,,
10/31/2015,entrance3,6,2,2,1,1,1,
10/31/2015,entrance4,6,1,4,2,2,,
10/31/2015,gate2,,,,,,,4
10/31/2015,gate3,,,,,,,8
10/31/2015,gate4,,,,,,,6
10/31/2015,gate5,,,,,,,6
10/31/2015,gate6,,,,,,,4
10/31/2015,gate7,,,,,,,4
10/31/2015,gate8,,,,,,,8
10/31/2015,general-gate1,12,6,4,3,3,,4
10/31/2015,general-gate2,11,6,4,3,3,,4
10/31/2015,general-gate3,,,,,,,3
10/31/2015,general-gate4,6,2,2,1,1,,4
10/31/2015,general-gate5,5,4,4,2,2,,9
10/31/2015,general-gate6,2,2,,,,,
10/31/2015,general-gate7,7,3,2,1,1,1,6
10/31/2015,ranger-base,,,,,,,8
10/31/2015,ranger-stop0,11,6,4,3,3,,6
10/31/2015,ranger-stop1,,,,,,,4
10/31/2015,ranger-stop2,12,6,4,3,3,,6
10/31/2015,ranger-stop3,,,,,,,8
10/31/2015,ranger-stop4,,,,,,,4
10/31/2015,ranger-stop5,,,,,,,6
10/31/2015,ranger-stop6,,,,,,,8
10/31/2015,ranger-stop7,,,,,,,4
11/1/2015,camping0,,,,,,,2
11/1/2015,camping7,2,,,,,,
11/1/2015,camping8,,,,,,,1
11/1/2015,entrance0,3,,1,,,,
11/1/2015,entrance1,4,2,,1,,,
11/1/2015,entrance2,2,,2,1,,1,
11/1/2015,entrance3,5,1,,,,,
11/1/2015,entrance4,,1,1,,,1,
11/1/2015,gate0,,,,,,,2
11/1/2015,gate1,,,,,,,2
11/1/2015,gate2,,,,,,,2
11/1/2015,gate3,,,,,,,2
11/1/2015,gate4,,,,,,,4
11/1/2015,gate5,,,,,,,4
11/1/2015,gate6,,,,,,,4
11/1/2015,gate7,,,,,,,4
11/1/2015,gate8,,,,,,,4
11/1/2015,general-gate1,2,1,1,1,,,2
11/1/2015,general-gate2,2,1,1,1,,,2
11/1/2015,general-gate3,,,,,,,1
11/1/2015,general-gate4,4,1,,1,,,3
11/1/2015,general-gate5,1,1,,,,,3
11/1/2015,general-gate6,2,,,,,,
11/1/2015,general-gate7,4,2,,1,,,3
11/1/2015,ranger-base,,,,,,,4
11/1/2015,ranger-stop0,2,1,1,1,,,3
11/1/2015,ranger-stop1,,,,,,,2
11/1/2015,ranger-stop2,2,1,1,1,,,3
11/1/2015,ranger-stop3,,,,,,,2
11/1/2015,ranger-stop4,,,,,,,2
11/1/2015,ranger-stop5,,,,,,,4
11/1/2015,ranger-stop6,,,,,,,5
11/1/2015,ranger-stop7,,,,,,,6
11/2/2015,camping0,,,,,,,2
11/2/2015,camping3,1,,,,,,
11/2/2015,camping5,,1,,,,,
11/2/2015,camping8,1,,,,,,
11/2/2015,entrance0,1,1,,1,,1,
11/2/2015,entrance1,1,1,,,1,,
11/2/2015,entrance2,3,1,,1,,,
11/2/2015,entrance3,1,1,1,,1,1,
11/2/2015,entrance4,,1,1,,,,
11/2/2015,gate0,,,,,,,2
11/2/2015,gate1,,,,,,,2
11/2/2015,gate4,,,,,,,2
11/2/2015,gate5,,,,,,,1
11/2/2015,gate6,,,,,,,1
11/2/2015,gate8,,,,,,,2
11/2/2015,general-gate1,4,2,1,1,,,1
11/2/2015,general-gate2,4,2,1,1,,,1
11/2/2015,general-gate4,2,2,,,,,
11/2/2015,general-gate5,,1,1,,,,1
11/2/2015,general-gate7,2,2,,,1,,
11/2/2015,ranger-base,,,,,,,2
11/2/2015,ranger-stop0,4,2,1,1,,,2
11/2/2015,ranger-stop2,4,2,1,1,,,1
11/2/2015,ranger-stop5,,,,,,,2
11/2/2015,ranger-stop6,,,,,,,1
11/3/2015,camping1,2,,,,,,
11/3/2015,camping2,,,,,,,2
11/3/2015,camping4,1,,,,,,
11/3/2015,camping5,,,1,,,,
11/3/2015,camping6,1,,,,,,
11/3/2015,entrance0,1,1,1,1,,,
11/3/2015,entrance1,,,2,1,,,
11/3/2015,entrance2,2,1,1,1,1,,
11/3/2015,entrance3,2,,,2,,,
11/3/2015,entrance4,3,,1,1,1,,
11/3/2015,gate3,,,,,,,2
11/3/2015,gate5,,,,,,,2
11/3/2015,gate6,,,,,,,2
11/3/2015,gate8,,,,,,,4
11/3/2015,general-gate1,2,1,2,2,,,2
11/3/2015,general-gate2,2,1,2,2,,,2
11/3/2015,general-gate4,,,3,,,,2
11/3/2015,general-gate5,3,,1,1,,,4
11/3/2015,general-gate7,1,,3,1,,,4
11/3/2015,ranger-base,,,,,,,4
11/3/2015,ranger-stop0,2,1,2,2,,,2
11/3/2015,ranger-stop2,2,1,2,2,,,4
11/3/2015,ranger-stop3,,,,,,,2
11/3/2015,ranger-stop4,,,,,,,2
11/3/2015,ranger-stop6,,,,,,,2
11/4/2015,camping5,,1,,,,,
11/4/2015,camping7,,,2,,,,
11/4/2015,entrance0,,1,1,,,,
11/4/2015,entrance1,1,2,2,,,,
11/4/2015,entrance2,2,2,2,,,1,
11/4/2015,entrance3,1,1,1,,,1,
11/4/2015,entrance4,,1,,,,,
11/4/2015,gate4,,,,,,,2
11/4/2015,gate8,,,,,,,2
11/4/2015,general-gate1,2,1,2,,,1,
11/4/2015,general-gate2,2,1,2,,,1,
11/4/2015,general-gate4,1,2,1,,,,
11/4/2015,general-gate5,,,1,,,,
11/4/2015,general-gate6,,,2,,,,
11/4/2015,general-gate7,1,3,2,,,,
11/4/2015,ranger-base,,,,,,,2
11/4/2015,ranger-stop0,2,1,2,,,1,
11/4/2015,ranger-stop2,2,1,2,,,1,
11/4/2015,ranger-stop5,,,,,,,2
11/5/2015,camping3,,,,,,,4
11/5/2015,camping5,,,,,,,2
11/5/2015,camping6,,2,,,,,
11/5/2015,camping8,,,,,,,1
11/5/2015,entrance0,,1,,,2,,
11/5/2015,entrance1,,,1,1,3,,
11/5/2015,entrance2,,3,,1,1,,
11/5/2015,entrance3,,4,1,,1,,
11/5/2015,entrance4,,4,,,1,,
11/5/2015,gate0,,,,,,,1
11/5/2015,gate1,,,,,,,1
11/5/2015,gate3,,,,,,,4
11/5/2015,gate4,,,,,,,2
11/5/2015,gate5,,,,,,,7
11/5/2015,gate6,,,,,,,5
11/5/2015,gate8,,,,,,,6
11/5/2015,general-gate1,,3,,1,2,,1
11/5/2015,general-gate2,,3,,1,2,,1
11/5/2015,general-gate3,,,,,,,1
11/5/2015,general-gate4,,,,1,3,,
11/5/2015,general-gate5,,2,,,1,,4
11/5/2015,general-gate7,,,1,1,3,,6
11/5/2015,ranger-base,,,,,,,6
11/5/2015,ranger-stop0,,3,,1,2,,3
11/5/2015,ranger-stop2,,3,,1,2,,3
11/5/2015,ranger-stop3,,,,,,,4
11/5/2015,ranger-stop4,,,,,,,2
11/5/2015,ranger-stop5,,,,,,,2
11/5/2015,ranger-stop6,,,,,,,7
11/6/2015,camping5,,,,,,,2
11/6/2015,camping6,1,,2,,,,
11/6/2015,camping7,,,,,,,2
11/6/2015,camping8,,,,,,,1
11/6/2015,entrance0,2,1,1,1,,,
11/6/2015,entrance1,2,,,,,,
11/6/2015,entrance2,2,,2,,,,
11/6/2015,entrance3,2,,3,,,,
11/6/2015,entrance4,1,1,2,1,,,
11/6/2015,gate2,,,,,,,2
11/6/2015,gate3,,,,,,,4
11/6/2015,gate4,,,,,,,2
11/6/2015,gate5,,,,,,,8
11/6/2015,gate6,,,,,,,6
11/6/2015,gate7,,,,,,,4
11/6/2015,gate8,,,,,,,6
11/6/2015,general-gate1,4,1,2,1,,,2
11/6/2015,general-gate2,4,1,2,1,,,2
11/6/2015,general-gate3,,,,,,,1
11/6/2015,general-gate4,2,,,,,,2
11/6/2015,general-gate5,2,1,1,1,,,5
11/6/2015,general-gate6,,,,,,,2
11/6/2015,general-gate7,2,,,,,,5
11/6/2015,ranger-base,,,,,,,6
11/6/2015,ranger-stop0,4,1,2,1,,,3
11/6/2015,ranger-stop1,,,,,,,2
11/6/2015,ranger-stop2,4,1,2,1,,,3
11/6/2015,ranger-stop3,,,,,,,4
11/6/2015,ranger-stop4,,,,,,,2
11/6/2015,ranger-stop5,,,,,,,2
11/6/2015,ranger-stop6,,,,,,,11
11/6/2015,ranger-stop7,,,,,,,4
11/7/2015,camping6,,,,,,,2
11/7/2015,camping8,,,2,,,,
11/7/2015,entrance0,2,,,1,,,
11/7/2015,entrance1,1,,,,,,
11/7/2015,entrance2,1,,,,,,
11/7/2015,entrance3,2,,1,2,,,
11/7/2015,entrance4,2,,1,1,,,
11/7/2015,gate3,,,,,,,2
11/7/2015,gate8,,,,,,,2
11/7/2015,general-gate1,3,,1,1,,,
11/7/2015,general-gate2,3,,1,1,,,4
11/7/2015,general-gate5,2,,1,1,,,4
11/7/2015,general-gate7,1,,,,,,
11/7/2015,ranger-base,,,,,,,2
11/7/2015,ranger-stop0,3,,1,1,,,4
11/7/2015,ranger-stop2,3,,1,1,,,4
11/7/2015,ranger-stop3,,,,,,,2
11/8/2015,camping3,,,,,,,2
11/8/2015,camping4,,,,,,,2
11/8/2015,camping6,2,,,,,,2
11/8/2015,entrance0,2,2,,,1,1,
11/8/2015,entrance1,2,1,1,,,1,
11/8/2015,entrance2,,1,,,1,1,
11/8/2015,entrance3,1,2,1,,,,
11/8/2015,entrance4,1,3,,,,1,
11/8/2015,gate3,,,,,,,4
11/8/2015,gate4,,,,,,,2
11/8/2015,gate5,,,,,,,8
11/8/2015,gate6,,,,,,,8
11/8/2015,gate7,,,,,,,6
11/8/2015,gate8,,,,,,,8
11/8/2015,general-gate1,3,4,,,1,2,
11/8/2015,general-gate2,3,4,,,1,2,2
11/8/2015,general-gate4,2,1,,,,1,
11/8/2015,general-gate5,3,3,,,,1,6
11/8/2015,general-gate7,2,2,1,,,1,4
11/8/2015,ranger-base,,,,,,,8
11/8/2015,ranger-stop0,3,4,,,1,2,2
11/8/2015,ranger-stop2,3,4,,,1,2,
11/8/2015,ranger-stop3,,,,,,,4
11/8/2015,ranger-stop5,,,,,,,2
11/8/2015,ranger-stop6,,,,,,,8
11/8/2015,ranger-stop7,,,,,,,6
11/9/2015,camping3,,2,,,,,2
11/9/2015,camping8,,,,,,,1
11/9/2015,entrance0,2,2,,,,,
11/9/2015,entrance1,,6,,,,,
11/9/2015,entrance3,,2,,,,,
11/9/2015,entrance4,2,,,,,,
11/9/2015,gate2,,,,,,,2
11/9/2015,gate3,,,,,,,2
11/9/2015,gate4,,,,,,,4
11/9/2015,gate5,,,,,,,6
11/9/2015,gate6,,,,,,,4
11/9/2015,gate8,,,,,,,4
11/9/2015,general-gate1,2,,,,,,
11/9/2015,general-gate2,2,,,,,,
11/9/2015,general-gate3,,,,,,,1
11/9/2015,general-gate4,,2,,,,,
11/9/2015,general-gate5,2,,,,,,1
11/9/2015,general-gate7,,5,,,,,4
11/9/2015,ranger-base,,,,,,,4
11/9/2015,ranger-stop0,2,,,,,,
11/9/2015,ranger-stop1,,,,,,,2
11/9/2015,ranger-stop2,2,,,,,,
11/9/2015,ranger-stop3,,,,,,,2
11/9/2015,ranger-stop5,,,,,,,4
11/9/2015,ranger-stop6,,,,,,,6
11/10/2015,camping3,,2,,,,,
11/10/2015,camping7,,,,,,,4
11/10/2015,camping8,,,,,,,6
11/10/2015,entrance0,1,1,,1,,1,
11/10/2015,entrance1,,,,,,1,
11/10/2015,entrance2,,2,2,,,,
11/10/2015,entrance3,1,4,1,,,,
11/10/2015,entrance4,2,,1,1,,,
11/10/2015,gate2,,,,,,,2
11/10/2015,gate3,,,,,,,4
11/10/2015,gate4,,,,,,,4
11/10/2015,gate5,,,,,,,8
11/10/2015,gate6,,,,,,,4
11/10/2015,gate8,,,,,,,8
11/10/2015,general-gate1,2,2,1,1,,,
11/10/2015,general-gate2,2,2,1,1,,,
11/10/2015,general-gate3,,,,,,,2
11/10/2015,general-gate4,,1,,,,1,
11/10/2015,general-gate5,2,,,1,,,6
11/10/2015,general-gate6,,,,,,,4
11/10/2015,general-gate7,,2,,,,1,4
11/10/2015,ranger-base,,,,,,,8
11/10/2015,ranger-stop0,2,2,1,1,,,
11/10/2015,ranger-stop1,,,,,,,2
11/10/2015,ranger-stop2,2,2,1,1,,,
11/10/2015,ranger-stop3,,,,,,,4
11/10/2015,ranger-stop4,,,,,,,2
11/10/2015,ranger-stop5,,,,,,,4
11/10/2015,ranger-stop6,,,,,,,8
11/11/2015,camping4,2,,,,,,
11/11/2015,camping8,,,,,,,2
11/11/2015,entrance0,1,2,,1,,,
11/11/2015,entrance1,4,,,2,,,
11/11/2015,entrance2,3,1,,2,1,,
11/11/2015,entrance3,2,1,,1,,,
11/11/2015,entrance4,,,,2,1,,
11/11/2015,gate2,,,,,,,4
11/11/2015,gate3,,,,,,,4
11/11/2015,gate4,,,,,,,4
11/11/2015,gate5,,,,,,,8
11/11/2015,gate6,,,,,,,6
11/11/2015,gate7,,,,,,,4
11/11/2015,gate8,,,,,,,8
11/11/2015,general-gate1,3,1,,2,,,2
11/11/2015,general-gate2,3,1,,2,,,2
11/11/2015,general-gate3,,,,,,,2
11/11/2015,general-gate4,3,,,1,,,2
11/11/2015,general-gate5,,,,1,,,4
11/11/2015,general-gate7,4,,,2,,,7
11/11/2015,ranger-base,,,,,,,8
11/11/2015,ranger-stop0,3,1,,2,,,3
