date,day,CarType,Total,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
10/20/2015,173,5,20,,,,,,,,,,1,2,,1,2,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
10/20/2015,173,2P,59,,,,,,,,,1,,,,,,,,,6,2,6,4,4,6,,,,1,,5,,,6,,,,6,,2,6,4
10/21/2015,174,1,45,,,,2,,,,4,,2,4,3,4,1,,,,,,,,,,,4,4,,1,2,4,2,,4,,4,,,,,
10/21/2015,174,2,56,,,,1,,2,2,,,2,4,3,1,3,,,,,,,,,,,6,6,,4,4,,6,,6,,6,,,,,
10/21/2015,174,3,7,,,,,,,,,,2,1,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/21/2015,174,4,21,,,,,,,,,,2,3,2,1,,,,,,,,,,,,2,2,,2,,,3,,2,,2,,,,,
10/21/2015,174,5,31,,,,,,,,,,4,3,,,3,,,,,,,,,,,3,3,,3,3,,3,,3,,3,,,,,
10/21/2015,174,2P,38,,,,,,,,,2,,,,,,,,,4,4,4,,,4,,,,2,,2,,,4,,,,4,,4,4,
10/22/2015,175,1,73,,,,4,,,2,2,,2,6,5,3,2,,,,,,,,,,,7,7,,6,3,2,8,,7,,7,,,,,
10/22/2015,175,2,26,,,,,2,,,,,3,2,1,2,2,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
10/22/2015,175,3,67,,,,1,,,2,1,,4,2,6,3,5,,,,,,,,,,,8,8,,2,5,1,3,,8,,8,,,,,
10/22/2015,175,4,18,,,,,,,,,,5,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
10/22/2015,175,5,11,,,,,,,,,,,1,1,,2,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
10/22/2015,175,2P,77,,,2,,,,,,2,,,,,,,,,8,4,7,3,,8,,1,1,2,,5,,2,8,1,,2,8,,4,9,
10/23/2015,176,1,41,1,,2,2,1,,,,,2,1,3,2,2,,,,,,,,,,,3,3,,5,1,,7,,3,,3,,,,,
10/23/2015,176,2,54,1,,,,,,,,,1,3,5,4,2,,,,,,,,,,,7,7,,4,2,,4,,7,,7,,,,,
10/23/2015,176,3,74,3,,2,,,2,,1,,2,3,2,5,4,,,,,,,,,,,7,7,,6,5,1,10,,7,,7,,,,,
10/23/2015,176,4,22,,,,,,,,,,2,,2,1,3,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
10/23/2015,176,5,13,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
10/23/2015,176,6,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2015,176,2P,68,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,4,,2,2,2,2,4,,3,4,3,2,3,4,2,4,5,2
10/24/2015,177,1,54,,,1,,,1,,2,1,7,2,4,1,2,,,,,,,,,,,5,5,1,3,3,2,4,,5,,5,,,,,
10/24/2015,177,2,66,3,,,,1,1,,2,,5,3,5,7,3,,,,,,,,,,,6,6,,2,3,2,5,,6,,6,,,,,
10/24/2015,177,3,38,1,,1,,,2,,,2,3,3,3,1,,,,,,,,,,,,3,3,1,4,,,5,,3,,3,,,,,
10/24/2015,177,4,21,,,,,,,,,,,1,2,2,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
10/24/2015,177,5,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/24/2015,177,2P,26,,,,,2,,,,,,,,,,1,1,2,,,1,1,,2,,1,1,,,1,,3,2,2,2,1,,2,,1,
10/25/2015,178,1,77,2,,,,,2,,4,,6,3,1,5,4,,,,,,,,,,,7,7,,5,6,4,7,,7,,7,,,,,
10/25/2015,178,2,74,,,,,4,4,,,,1,2,6,4,5,,,,,,,,,,,7,7,,7,3,,10,,7,,7,,,,,
10/25/2015,178,3,40,,,2,1,,1,,,,3,,2,1,4,,,,,,,,,,,4,4,,3,3,,4,,4,,4,,,,,
10/25/2015,178,4,31,,,,,,,,,,2,2,3,2,1,,,,,,,,,,,4,4,,2,1,,2,,4,,4,,,,,
10/25/2015,178,5,24,,,,,,,,,,,3,1,3,3,,,,,,,,,,,2,2,,1,2,,3,,2,,2,,,,,
10/25/2015,178,2P,42,,,,,,,,,,,,,,,,,,2,,2,2,2,4,,2,2,,2,4,,2,4,3,,3,2,2,,2,2
10/26/2015,179,1,80,1,2,,4,,1,4,1,,3,2,3,5,4,,,,,,,,,,1,8,8,,4,6,1,6,,8,,8,,,,,
10/26/2015,179,2,47,,,,1,,1,,,,,1,4,3,4,,,,,,,,,,,6,6,,3,3,,3,,6,,6,,,,,
10/26/2015,179,3,25,,,1,,,,,,,4,3,,2,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
10/26/2015,179,4,28,,,,,,,,,,1,1,2,2,2,,,,,,,,,,,4,4,,1,2,,1,,4,,4,,,,,
10/26/2015,179,5,6,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
10/26/2015,179,6,26,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
10/26/2015,179,2P,67,,,,,,,,,3,,,,,,,,2,2,2,4,4,2,4,,2,2,1,2,5,,5,4,3,2,3,2,4,2,5,2
10/27/2015,180,1,47,,2,2,,,,2,,,1,2,6,4,3,,,,,,,,,,1,5,5,,1,1,,2,,5,,5,,,,,
10/27/2015,180,2,41,,,,,1,1,,,,1,3,1,4,3,,,,,,,,,,,4,4,,3,3,,5,,4,,4,,,,,
10/27/2015,180,3,33,,,,1,,,,,2,1,2,3,2,1,,,,,,,,,,,4,4,,2,,,3,,4,,4,,,,,
10/27/2015,180,4,33,,,,,,,,,,2,3,1,2,4,,,,,,,,,,,3,3,,3,3,,3,,3,,3,,,,,
10/27/2015,180,5,9,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
10/27/2015,180,2P,47,,,,,,,,2,1,,,,,,,,,4,2,4,2,2,6,,,,1,,3,2,,6,,,,4,,2,4,2
10/28/2015,181,1,59,,,,,,2,,,,2,4,5,2,5,,,,,,,,,,,6,6,,6,3,,6,,6,,6,,,,,
10/28/2015,181,2,48,,,,2,2,1,,,2,3,,4,2,4,,,,,,,,,,,4,4,1,4,2,,5,,4,,4,,,,,
10/28/2015,181,3,19,,,,,,1,,,,2,1,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/28/2015,181,4,24,,,,,,,,,,2,2,3,1,,,,,,,,,,,,3,3,,2,,,2,,3,,3,,,,,
10/28/2015,181,6,8,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/28/2015,181,2P,63,,,2,,,,,,2,,,,,,1,1,,4,6,5,1,,6,,1,1,2,,3,,2,6,1,,2,4,2,6,5,
10/29/2015,182,1,83,,,,,,,4,4,,7,5,3,2,2,,,,,,,,,,,9,9,,5,6,4,5,,9,,9,,,,,
10/29/2015,182,2,36,,,,,1,,,,,2,,2,3,6,,,,,,,,,,,4,4,,1,4,,1,,4,,4,,,,,
10/29/2015,182,3,40,,,,,,1,,,,1,1,6,3,,,,,,,,,,,,6,6,,2,,,2,,6,,6,,,,,
10/29/2015,182,4,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
10/29/2015,182,5,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
10/29/2015,182,6,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2015,182,2P,44,,,,,,,,,,,,,,,,,,,,,,,4,,4,4,,4,4,,4,4,6,,6,,4,,,
10/30/2015,183,1,101,,,,,,,4,2,5,4,5,8,4,6,,,,,,,,,,,10,11,3,5,6,2,5,,11,,10,,,,,
10/30/2015,183,2,22,,,,,1,,,,,3,2,2,,,,,,,,,,,,,2,2,,3,,,3,,2,,2,,,,,
10/30/2015,183,3,35,,,,,,,2,,,1,3,,1,2,,,,,,,,,,,4,4,,3,4,,3,,4,,4,,,,,
10/30/2015,183,4,19,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/30/2015,183,5,22,,,,,,,,,,2,,2,1,3,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
10/30/2015,183,6,13,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
10/30/2015,183,2P,6,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,
10/31/2015,184,1,103,,,,3,1,,,2,5,5,3,6,6,6,,,,,,,,,,,12,11,,6,5,2,7,,11,,12,,,,,
10/31/2015,184,2,53,,,,,,,2,2,,5,3,3,2,1,,,,,,,,,,,6,6,,2,4,2,3,,6,,6,,,,,
10/31/2015,184,3,35,,,,,,1,2,,,1,1,,2,4,,,,,,,,,,,4,4,,2,4,,2,,4,,4,,,,,
10/31/2015,184,4,22,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
10/31/2015,184,5,22,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
10/31/2015,184,6,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/31/2015,184,2P,127,,,,,,,,,3,,,,,,,,4,8,6,6,4,4,8,,4,4,3,4,9,,6,8,6,4,6,8,4,6,8,4
11/1/2015,185,1,141,2,,,,,,,2,1,4,7,6,6,3,2,2,2,2,4,4,4,4,4,,7,7,1,9,5,2,10,4,8,2,8,2,2,4,5,6
11/1/2015,185,1,35,,,,,,,,2,,3,4,2,5,,,,,,,,,,,,2,2,,4,1,2,4,,2,,2,,,,,
11/1/2015,185,2,12,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
11/1/2015,185,3,8,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/1/2015,185,4,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/1/2015,185,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2015,185,2P,76,2,,,,,,,,1,,,,,,2,2,2,2,4,4,4,4,4,,2,2,1,3,3,,3,4,3,2,3,2,2,4,5,6
11/2/2015,186,1,28,,,,1,,,,,1,1,1,3,1,,,,,,,,,,,,4,4,,2,,,2,,4,,4,,,,,
11/2/2015,186,2,19,,,,,,1,,,,1,1,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
11/2/2015,186,3,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/2/2015,186,4,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/2/2015,186,5,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/2/2015,186,6,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2015,186,2P,23,2,,,,,,,,,,,,,,2,2,,,2,1,1,,2,,1,1,,,1,,,2,2,,1,,,2,1,
11/3/2015,187,1,24,,2,,,1,,1,,,1,,2,2,3,,,,,,,,,,,2,2,,,3,,1,,2,,2,,,,,
11/3/2015,187,2,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/3/2015,187,3,21,,,,,,1,,,,1,2,1,,1,,,,,,,,,,,2,2,,3,1,,3,,2,,2,,,,,
11/3/2015,187,4,16,,,,,,,,,,1,1,1,2,1,,,,,,,,,,,2,2,,,1,,1,,2,,2,,,,,
11/3/2015,187,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2015,187,2P,42,,,2,,,,,,,,,,,,,,,2,,2,2,,4,,2,2,,2,4,,4,4,2,,4,2,2,,2,
11/4/2015,188,1,14,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
11/4/2015,188,2,17,,,,,,1,,,,1,2,2,1,1,,,,,,,,,,,1,1,,2,,,3,,1,,1,,,,,
11/4/2015,188,3,22,,,,,,,,2,,1,2,2,1,,,,,,,,,,,,2,2,,1,1,2,2,,2,,2,,,,,
11/4/2015,188,6,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/4/2015,188,2P,8,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,,,,2,,
11/5/2015,189,2,28,,,,,,,2,,,1,,3,4,4,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
11/5/2015,189,3,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/5/2015,189,4,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/5/2015,189,5,23,,,,,,,,,,2,3,1,1,1,,,,,,,,,,,2,2,,3,1,,3,,2,,2,,,,,
11/5/2015,189,2P,73,,,,4,,2,,,1,,,,,,1,1,,4,2,7,5,,6,,1,1,1,,4,,6,6,3,,3,4,2,2,7,
11/6/2015,190,1,32,,,,,,,1,,,2,2,2,2,1,,,,,,,,,,,4,4,,2,2,,2,,4,,4,,,,,
11/6/2015,190,2,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/6/2015,190,3,19,,,,,,,2,,,1,,2,3,2,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/6/2015,190,4,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/6/2015,190,2P,93,,,,,,2,,2,1,,,,,,,,2,4,2,8,6,4,6,,2,2,1,2,5,2,5,6,3,2,3,4,2,2,11,4
11/7/2015,191,1,23,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,3,3,,,2,,1,,3,,3,,,,,
11/7/2015,191,3,9,,,,,,,,,2,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/7/2015,191,4,9,,,,,,,,,,1,,,2,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/7/2015,191,2P,26,,,,,,,2,,,,,,,,,,,2,,,,,2,,,4,,,4,,,2,4,,4,2,,,,
11/8/2015,192,1,27,,,,,,,2,,,2,2,,1,1,,,,,,,,,,,3,3,,2,3,,2,,3,,3,,,,,
11/8/2015,192,2,31,,,,,,,,,,2,1,1,2,3,,,,,,,,,,,4,4,,1,3,,2,,4,,4,,,,,
11/8/2015,192,3,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/8/2015,192,5,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/8/2015,192,6,15,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/8/2015,192,2P,84,,,,2,2,,2,,,,,,,,,,,4,2,8,8,6,8,,,2,,,6,,4,8,2,,,4,,2,8,6
11/9/2015,193,1,14,,,,,,,,,,2,,,,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
11/9/2015,193,2,19,,,,2,,,,,,2,6,,2,,,,,,,,,,,,,,,2,,,5,,,,,,,,,
11/9/2015,193,2P,49,,,,2,,,,,1,,,,,,,,2,2,4,6,4,,4,,,,1,,1,,4,4,,2,,2,,4,6,
11/10/2015,194,1,14,,,,,,,,,,1,,,1,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
11/10/2015,194,2,20,,,,2,,,,,,1,,2,4,,,,,,,,,,,,2,2,,1,,,2,,2,,2,,,,,
11/10/2015,194,3,8,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/10/2015,194,4,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/10/2015,194,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/10/2015,194,2P,84,,,,,,,,4,6,,,,,,,,2,4,4,8,4,,8,,,,2,,6,4,4,8,,2,,4,2,4,8,
11/11/2015,195,1,31,,,,,2,,,,,1,4,3,2,,,,,,,,,,,,3,3,,3,,,4,,3,,3,,,,,
11/11/2015,195,2,8,,,,,,,,,,2,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/11/2015,195,4,20,,,,,,,,,,1,2,2,1,2,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
11/11/2015,195,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2015,195,2P,103,,,,,,,,,2,,,,,,,,4,4,4,8,6,4,8,,2,2,2,2,4,,7,8,3,4,3,4,4,4,10,4
11/12/2015,196,1,29,,,,,,,,,,1,1,4,2,2,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
11/12/2015,196,2,22,,,,2,,,,,,1,1,1,2,1,,,,,,,,,,,2,2,,2,1,,3,,2,,2,,,,,
11/12/2015,196,4,20,,,,,,,,,,,,1,3,,,,,2,,2,2,,,,1,1,,,2,,,,1,,1,2,,,2,
11/12/2015,196,6,4,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,
11/12/2015,196,2P,50,,,,,,,,,,,,,,,,,,,,4,4,2,6,,2,2,,2,2,,4,6,3,,3,,4,,4,2
11/13/2015,197,1,13,,,,,,,,,,1,2,1,2,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
11/13/2015,197,2,14,,,,,,,,,1,2,,2,,1,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
11/13/2015,197,3,12,,,,,,,,,,1,1,2,1,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/13/2015,197,4,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/13/2015,197,5,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/13/2015,197,6,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11/13/2015,197,2P,59,,,,,,,,,1,,,,,,,,2,4,2,2,2,2,4,,2,2,1,2,5,,3,4,3,2,3,4,2,2,3,2
11/14/2015,198,1,12,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
11/14/2015,198,2,16,,,,,,,,,,,1,,1,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
11/14/2015,198,3,18,,,,,,,,,1,2,1,1,3,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
11/14/2015,198,4,13,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/14/2015,198,2P,94,,,2,,,,,2,2,,,,,,,,2,4,6,6,4,2,8,,2,2,2,2,4,2,5,8,3,2,3,4,2,6,7,2
11/15/2015,199,1,11,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/15/2015,199,2,20,,,,,,,,,,2,2,,,2,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
11/15/2015,199,3,11,,,,,,,,2,,1,,1,,,,,,,,,,,,,1,1,,,1,2,,,1,,1,,,,,
11/15/2015,199,5,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/15/2015,199,6,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/15/2015,199,2P,88,,,,,,,,,2,,,,,,,,2,6,4,6,4,4,6,,2,2,2,2,6,,3,6,3,2,3,6,2,4,7,4
11/16/2015,200,1,17,,,,,,,,,,,2,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
11/16/2015,200,2,31,,,,,,,,,1,1,1,2,2,3,,,,,,,,,,,4,4,,1,3,,1,,4,,4,,,,,
11/16/2015,200,3,11,,,2,,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
11/16/2015,200,4,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/16/2015,200,5,11,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/16/2015,200,2P,99,2,,,,2,,,,2,,,,,,3,3,2,6,6,6,4,,7,,3,3,2,1,5,,4,7,4,2,4,6,2,6,7,
11/17/2015,201,1,8,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/17/2015,201,2,12,,,,,,,,,,2,1,2,,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/17/2015,201,3,14,,,,,,,,,2,1,1,,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
11/17/2015,201,4,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2015,201,5,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/17/2015,201,2P,93,,,,,,4,,,2,,,,,,,,2,6,4,6,4,4,9,,1,3,2,1,5,,4,9,3,2,2,6,,4,6,4
11/18/2015,202,1,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/18/2015,202,2,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/18/2015,202,3,19,,2,,,,,,,1,,1,2,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/18/2015,202,4,10,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
11/18/2015,202,5,14,,,,,,,,,,,,,2,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
11/18/2015,202,2P,19,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
11/19/2015,203,1,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/19/2015,203,2,19,,,,,,,,,,,2,2,,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
11/19/2015,203,3,16,,,,2,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
11/19/2015,203,4,11,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/19/2015,203,5,4,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,203,6,6,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/19/2015,203,2P,73,,,,,,,,2,1,,,,,,,,4,2,2,4,4,4,4,,2,2,1,2,3,2,5,4,3,4,3,2,2,2,5,4
11/20/2015,204,1,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/20/2015,204,2,7,,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
11/20/2015,204,3,13,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/20/2015,204,4,13,,,,,,,,,,2,,1,,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/20/2015,204,5,11,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/20/2015,204,2P,35,,2,,,,,,,,,,,,,,,,2,,2,2,2,4,1,,2,,,4,,,4,2,,2,2,,,2,2
11/21/2015,205,2,26,,,,,,,,,2,3,1,2,1,1,,,,,,,,,,,3,3,1,1,1,,1,,3,,3,,,,,
11/21/2015,205,3,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/21/2015,205,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2015,205,6,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/21/2015,205,2P,71,2,,,,,,,,4,,,,,,2,2,,6,4,4,,,8,,2,2,2,,6,,,8,3,,2,6,,4,4,
11/22/2015,206,1,26,,,1,,,,1,,,2,1,2,3,,,,,,,,,,,,3,3,,1,1,,2,,3,,3,,,,,
11/22/2015,206,2,17,,,,,,,,2,,,3,,1,1,,,,,,,,,,,1,1,,1,1,2,2,,1,,1,,,,,
11/22/2015,206,3,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/22/2015,206,4,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/22/2015,206,6,11,,,,,,,,,,2,1,1,2,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
11/22/2015,206,2P,56,2,,,,,2,,,1,,,,,,1,1,,2,2,2,2,,6,,2,2,1,2,3,,4,6,3,,3,2,2,2,3,
11/23/2015,207,1,19,,,,,,,,,1,2,,1,1,1,,,,,,,,,,,3,3,,,1,,,,3,,3,,,,,
11/23/2015,207,2,24,,,,,,,,,,2,3,1,,1,,,,,,,,,,,2,2,,4,1,,4,,2,,2,,,,,
11/23/2015,207,3,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/23/2015,207,6,12,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
11/23/2015,207,2P,74,,,,,,,,,1,,,,,,,,4,2,2,4,4,2,5,,2,3,1,2,4,,5,5,6,4,5,2,2,2,5,2
11/24/2015,208,1,15,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/24/2015,208,2,37,,,,2,,,,,,3,,3,2,2,,,,,,,,,,,5,5,,1,2,,2,,5,,5,,,,,
11/24/2015,208,3,12,,,,,,,,,,1,,2,1,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
11/24/2015,208,2P,79,,,,,,2,,,1,,,,,,,,2,2,2,4,4,1,6,,3,4,1,3,5,,7,6,5,2,4,2,4,2,6,1
11/25/2015,209,1,15,,,,,,,,,1,,1,,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/25/2015,209,2,30,,,,,,,2,,,,2,2,1,2,,,,,,,,,,,3,4,,2,3,,2,,4,,3,,,,,
11/25/2015,209,3,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,209,4,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
11/25/2015,209,5,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/25/2015,209,6,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/25/2015,209,2P,90,4,,,,,,,,,,,,,,3,3,,4,2,6,6,7,9,,1,1,,2,5,,2,9,1,,2,6,2,2,6,7
