date,Campsite,site_num,1,2,3,4,5,6,2P
11/19/2015,gate3,13,,,,,,,2
11/19/2015,gate4,14,,,,,,,2
11/19/2015,gate5,15,,,,,,,4
11/19/2015,gate6,33,,,,,,,4
11/19/2015,gate7,34,,,,,,,4
11/19/2015,gate8,16,,,,,,,4
11/19/2015,general-gate1,17,,2,1,1,,,2
11/19/2015,general-gate2,18,,2,1,1,,,2
11/19/2015,general-gate3,19,,,,,,,1
11/19/2015,general-gate4,20,1,2,2,1,,1,2
11/19/2015,general-gate5,21,,1,1,1,,,3
11/19/2015,general-gate6,22,,,,,,,2
11/19/2015,general-gate7,23,1,2,3,1,,1,5
11/19/2015,ranger-base,24,,,,,,,4
11/19/2015,ranger-stop0,25,,2,1,1,,,3
11/19/2015,ranger-stop1,35,,,,,,,4
11/19/2015,ranger-stop2,26,,2,1,1,,,3
11/19/2015,ranger-stop3,27,,,,,,,2
11/19/2015,ranger-stop4,28,,,,,,,2
11/19/2015,ranger-stop5,29,,,,,,,2
11/19/2015,ranger-stop6,30,,,,,,,5
11/19/2015,ranger-stop7,36,,,,,,,4
11/20/2015,camping1,37,,,,,,,2
11/20/2015,camping3,3,,2,,,,,
11/20/2015,entrance0,8,1,1,1,2,2,,
11/20/2015,entrance1,9,1,,,,1,,
11/20/2015,entrance2,10,,,1,1,,,
11/20/2015,entrance3,11,,1,1,,,,
11/20/2015,entrance4,12,,,1,1,1,,
11/20/2015,gate3,13,,,,,,,2
11/20/2015,gate5,15,,,,,,,2
11/20/2015,gate6,33,,,,,,,2
11/20/2015,gate7,34,,,,,,,2
11/20/2015,gate8,16,,,,,,,4
11/20/2015,general-gate0,38,,,,,,,1
11/20/2015,general-gate1,17,,,2,2,1,,
11/20/2015,general-gate2,18,,,2,2,1,,2
11/20/2015,general-gate4,20,1,1,,,1,,
11/20/2015,general-gate5,21,,,1,1,1,,4
11/20/2015,general-gate7,23,1,2,,,1,,
11/20/2015,ranger-base,24,,,,,,,4
11/20/2015,ranger-stop0,25,,,2,2,1,,2
11/20/2015,ranger-stop2,26,,,2,2,1,,2
11/20/2015,ranger-stop3,27,,,,,,,2
11/20/2015,ranger-stop6,30,,,,,,,2
11/20/2015,ranger-stop7,36,,,,,,,2
11/21/2015,camping0,1,,,,,,,2
11/21/2015,camping8,7,,2,,,,,4
11/21/2015,entrance0,8,,3,1,,,,
11/21/2015,entrance1,9,,1,,,,,
11/21/2015,entrance2,10,,2,,,1,,
11/21/2015,entrance3,11,,1,,,,1,
11/21/2015,entrance4,12,,1,1,,1,1,
11/21/2015,gate0,39,,,,,,,2
11/21/2015,gate1,40,,,,,,,2
11/21/2015,gate3,13,,,,,,,6
11/21/2015,gate4,14,,,,,,,4
11/21/2015,gate5,15,,,,,,,4
11/21/2015,gate8,16,,,,,,,8
11/21/2015,general-gate1,17,,3,1,,,1,2
11/21/2015,general-gate2,18,,3,1,,,1,2
11/21/2015,general-gate3,19,,1,,,,,2
11/21/2015,general-gate4,20,,1,,,,,
11/21/2015,general-gate5,21,,1,1,,,1,6
11/21/2015,general-gate7,23,,1,,,,,
11/21/2015,ranger-base,24,,,,,,,8
11/21/2015,ranger-stop0,25,,3,1,,,1,3
11/21/2015,ranger-stop2,26,,3,1,,,1,2
11/21/2015,ranger-stop3,27,,,,,,,6
11/21/2015,ranger-stop5,29,,,,,,,4
11/21/2015,ranger-stop6,30,,,,,,,4
11/22/2015,camping0,1,,,,,,,2
11/22/2015,camping2,2,1,,,,,,
11/22/2015,camping5,4,,,,,,,2
11/22/2015,camping6,5,1,,,,,,
11/22/2015,camping7,6,,2,,,,,
11/22/2015,camping8,7,,,,,,,1
11/22/2015,entrance0,8,2,,1,,,2,
11/22/2015,entrance1,9,1,3,,1,,1,
11/22/2015,entrance2,10,2,,1,,,1,
11/22/2015,entrance3,11,3,1,,,,2,
11/22/2015,entrance4,12,,1,,1,,,
11/22/2015,gate0,39,,,,,,,1
11/22/2015,gate1,40,,,,,,,1
11/22/2015,gate3,13,,,,,,,2
11/22/2015,gate4,14,,,,,,,2
11/22/2015,gate5,15,,,,,,,2
11/22/2015,gate6,33,,,,,,,2
11/22/2015,gate8,16,,,,,,,6
11/22/2015,general-gate1,17,3,1,1,1,,1,2
11/22/2015,general-gate2,18,3,1,1,1,,1,2
11/22/2015,general-gate3,19,,,,,,,1
11/22/2015,general-gate4,20,1,1,,1,,,2
11/22/2015,general-gate5,21,1,1,,1,,,3
11/22/2015,general-gate6,22,,2,,,,,
11/22/2015,general-gate7,23,2,2,,1,,1,4
11/22/2015,ranger-base,24,,,,,,,6
11/22/2015,ranger-stop0,25,3,1,1,1,,1,3
11/22/2015,ranger-stop2,26,3,1,1,1,,1,3
11/22/2015,ranger-stop3,27,,,,,,,2
11/22/2015,ranger-stop4,28,,,,,,,2
11/22/2015,ranger-stop5,29,,,,,,,2
11/22/2015,ranger-stop6,30,,,,,,,3
11/23/2015,camping8,7,1,,,,,,1
11/23/2015,entrance0,8,2,2,,,,1,
11/23/2015,entrance1,9,,3,1,,,2,
11/23/2015,entrance2,10,1,1,1,,,1,
11/23/2015,entrance3,11,1,,,,,,
11/23/2015,entrance4,12,1,1,,,,,
11/23/2015,gate2,32,,,,,,,4
11/23/2015,gate3,13,,,,,,,2
11/23/2015,gate4,14,,,,,,,2
11/23/2015,gate5,15,,,,,,,4
11/23/2015,gate6,33,,,,,,,4
11/23/2015,gate7,34,,,,,,,2
11/23/2015,gate8,16,,,,,,,5
11/23/2015,general-gate1,17,3,2,1,,,1,2
11/23/2015,general-gate2,18,3,2,1,,,1,3
11/23/2015,general-gate3,19,,,,,,,1
11/23/2015,general-gate4,20,,4,1,,,2,2
11/23/2015,general-gate5,21,1,1,,,,,4
11/23/2015,general-gate7,23,,4,1,,,2,5
11/23/2015,ranger-base,24,,,,,,,5
11/23/2015,ranger-stop0,25,3,2,1,,,1,6
11/23/2015,ranger-stop1,35,,,,,,,4
11/23/2015,ranger-stop2,26,3,2,1,,,1,5
11/23/2015,ranger-stop3,27,,,,,,,2
11/23/2015,ranger-stop4,28,,,,,,,2
11/23/2015,ranger-stop5,29,,,,,,,2
11/23/2015,ranger-stop6,30,,,,,,,5
11/23/2015,ranger-stop7,36,,,,,,,2
11/24/2015,camping3,3,,2,,,,,
11/24/2015,camping5,4,,,,,,,2
11/24/2015,camping8,7,,,,,,,1
11/24/2015,entrance0,8,1,3,1,,,,
11/24/2015,entrance1,9,1,,,,,,
11/24/2015,entrance2,10,1,3,2,,,,
11/24/2015,entrance3,11,,2,1,,,,
11/24/2015,entrance4,12,1,2,,,,,
11/24/2015,gate2,32,,,,,,,2
11/24/2015,gate3,13,,,,,,,2
11/24/2015,gate4,14,,,,,,,2
11/24/2015,gate5,15,,,,,,,4
11/24/2015,gate6,33,,,,,,,4
11/24/2015,gate7,34,,,,,,,1
11/24/2015,gate8,16,,,,,,,6
11/24/2015,general-gate1,17,2,5,2,,,,3
11/24/2015,general-gate2,18,2,5,2,,,,4
11/24/2015,general-gate3,19,,,,,,,1
11/24/2015,general-gate4,20,1,1,,,,,3
11/24/2015,general-gate5,21,1,2,,,,,5
11/24/2015,general-gate7,23,1,2,,,,,7
11/24/2015,ranger-base,24,,,,,,,6
11/24/2015,ranger-stop0,25,2,5,2,,,,5
11/24/2015,ranger-stop1,35,,,,,,,2
11/24/2015,ranger-stop2,26,2,5,2,,,,4
11/24/2015,ranger-stop3,27,,,,,,,2
11/24/2015,ranger-stop4,28,,,,,,,4
11/24/2015,ranger-stop5,29,,,,,,,2
11/24/2015,ranger-stop6,30,,,,,,,6
11/24/2015,ranger-stop7,36,,,,,,,1
11/25/2015,camping0,1,,,,,,,4
11/25/2015,camping6,5,,2,,,,,
11/25/2015,camping8,7,1,,,,,,
11/25/2015,entrance0,8,,,1,,,,
11/25/2015,entrance1,9,1,2,,1,,,
11/25/2015,entrance2,10,,2,,,1,,
11/25/2015,entrance3,11,1,1,1,,1,1,
11/25/2015,entrance4,12,1,2,,1,,1,
11/25/2015,gate0,39,,,,,,,3
11/25/2015,gate1,40,,,,,,,3
11/25/2015,gate3,13,,,,,,,4
11/25/2015,gate4,14,,,,,,,2
11/25/2015,gate5,15,,,,,,,6
11/25/2015,gate6,33,,,,,,,6
11/25/2015,gate7,34,,,,,,,7
11/25/2015,gate8,16,,,,,,,9
11/25/2015,general-gate1,17,2,3,,1,1,1,1
11/25/2015,general-gate2,18,2,4,,1,1,1,1
11/25/2015,general-gate4,20,1,2,,1,,,2
11/25/2015,general-gate5,21,1,3,,1,,1,5
11/25/2015,general-gate7,23,1,2,,1,,,2
11/25/2015,ranger-base,24,,,,,,,9
11/25/2015,ranger-stop0,25,2,4,,1,1,1,1
11/25/2015,ranger-stop2,26,2,3,,1,1,1,2
11/25/2015,ranger-stop3,27,,,,,,,6
11/25/2015,ranger-stop4,28,,,,,,,2
11/25/2015,ranger-stop5,29,,,,,,,2
11/25/2015,ranger-stop6,30,,,,,,,6
11/25/2015,ranger-stop7,36,,,,,,,7
11/26/2015,camping7,6,,,2,,,,
11/26/2015,camping8,7,,,,,,,2
11/26/2015,entrance0,8,1,1,,,,,
11/26/2015,entrance1,9,,,1,,1,1,
11/26/2015,entrance2,10,1,,1,,,,
11/26/2015,entrance3,11,1,1,2,,1,,
11/26/2015,entrance4,12,1,1,,,,1,
11/26/2015,gate3,13,,,,,,,6
11/26/2015,gate4,14,,,,,,,4
11/26/2015,gate5,15,,,,,,,4
11/26/2015,gate8,16,,,,,,,8
11/26/2015,general-gate1,17,2,2,3,,,1,2
11/26/2015,general-gate2,18,2,1,3,,,1,2
11/26/2015,general-gate3,19,,,,,,,2
11/26/2015,general-gate4,20,,,1,,,1,2
11/26/2015,general-gate5,21,1,1,2,,,1,6
11/26/2015,general-gate6,22,,,2,,,,
11/26/2015,general-gate7,23,,,1,,1,1,2
11/26/2015,ranger-base,24,,,,,,,8
11/26/2015,ranger-stop0,25,2,1,3,,,1,3
11/26/2015,ranger-stop2,26,2,2,3,,,1,3
11/26/2015,ranger-stop3,27,,,,,,,6
11/26/2015,ranger-stop4,28,,,,,,,2
11/26/2015,ranger-stop5,29,,,,,,,4
11/26/2015,ranger-stop6,30,,,,,,,4
11/27/2015,camping0,1,,,,,,,2
11/27/2015,camping3,3,,,,,,,2
11/27/2015,camping8,7,,,2,,,,
11/27/2015,entrance0,8,1,,2,1,,,
11/27/2015,entrance1,9,,1,,2,,,
11/27/2015,entrance2,10,2,,,1,,,
11/27/2015,entrance3,11,2,1,2,,,,
11/27/2015,entrance4,12,1,,2,,,,
11/27/2015,gate3,13,,,,,,,2
11/27/2015,gate5,15,,,,,,,2
11/27/2015,gate6,33,,,,,,,2
11/27/2015,gate8,16,,,,,,,2
11/27/2015,general-gate1,17,1,,4,1,,,
11/27/2015,general-gate2,18,1,,4,1,,,
11/27/2015,general-gate4,20,,,,2,,,
11/27/2015,general-gate5,21,,,2,,,,2
11/27/2015,general-gate7,23,,1,,2,,,3
11/27/2015,ranger-base,24,,,,,,,2
11/27/2015,ranger-stop0,25,1,,4,1,,,
11/27/2015,ranger-stop2,26,1,,4,1,,,
11/27/2015,ranger-stop3,27,,,,,,,2
11/27/2015,ranger-stop4,28,,,,,,,2
11/27/2015,ranger-stop6,30,,,,,,,2
11/28/2015,camping1,37,,,2,,,,
11/28/2015,entrance0,8,3,1,,2,1,,
11/28/2015,entrance1,9,,1,2,,1,,
11/28/2015,entrance2,10,1,,,1,,,
11/28/2015,entrance3,11,,,3,,,,
11/28/2015,entrance4,12,2,,1,1,,,
11/28/2015,gate3,13,,,,,,,4
11/28/2015,gate5,15,,,,,,,4
11/28/2015,gate6,33,,,,,,,4
11/28/2015,gate7,34,,,,,,,4
11/28/2015,gate8,16,,,,,,,6
11/28/2015,general-gate0,38,,,2,,,,
11/28/2015,general-gate1,17,3,,3,2,,,2
11/28/2015,general-gate2,18,3,,3,2,,,2
11/28/2015,general-gate4,20,,1,1,,1,,2
11/28/2015,general-gate5,21,2,,1,1,,,6
11/28/2015,general-gate7,23,,1,2,,1,,2
11/28/2015,ranger-base,24,,,,,,,6
11/28/2015,ranger-stop0,25,3,,3,2,,,3
11/28/2015,ranger-stop2,26,3,,3,2,,,3
11/28/2015,ranger-stop3,27,,,,,,,4
11/28/2015,ranger-stop4,28,,,,,,,2
11/28/2015,ranger-stop6,30,,,,,,,4
11/28/2015,ranger-stop7,36,,,,,,,4
11/29/2015,camping3,3,1,,,,,,
11/29/2015,camping8,7,,,,,,,2
11/29/2015,entrance0,8,1,1,,1,,,
11/29/2015,entrance1,9,1,,,1,,,
11/29/2015,entrance2,10,2,1,2,3,,,
11/29/2015,entrance3,11,2,1,,2,,,
11/29/2015,entrance4,12,1,1,2,1,,,
11/29/2015,gate2,32,,,,,,,4
11/29/2015,gate3,13,,,,,,,6
11/29/2015,gate4,14,,,,,,,4
11/29/2015,gate5,15,,,,,,,6
11/29/2015,gate6,33,,,,,,,6
11/29/2015,gate7,34,,,,,,,4
11/29/2015,gate8,16,,,,,,,8
11/29/2015,general-gate1,17,3,2,,4,,,4
11/29/2015,general-gate2,18,3,2,,4,,,6
11/29/2015,general-gate3,19,,,,,,,2
11/29/2015,general-gate4,20,1,,,1,,,4
11/29/2015,general-gate5,21,1,1,,1,,,10
11/29/2015,general-gate7,23,2,,,1,,,8
11/29/2015,ranger-base,24,,,,,,,8
11/29/2015,ranger-stop0,25,3,2,,4,,,8
11/29/2015,ranger-stop1,35,,,,,,,4
11/29/2015,ranger-stop2,26,3,2,,4,,,6
11/29/2015,ranger-stop3,27,,,,,,,6
11/29/2015,ranger-stop4,28,,,,,,,6
11/29/2015,ranger-stop5,29,,,,,,,4
11/29/2015,ranger-stop6,30,,,,,,,9
11/29/2015,ranger-stop7,36,,,,,,,4
11/30/2015,camping4,31,,,,,,,2
11/30/2015,camping7,6,,2,,,,,
11/30/2015,camping8,7,,,,,,,1
11/30/2015,entrance0,8,3,,,1,1,,
11/30/2015,entrance1,9,1,1,,4,2,,
11/30/2015,entrance2,10,1,2,,1,,,
11/30/2015,entrance3,11,1,,,1,,,
11/30/2015,entrance4,12,2,1,,1,1,,
11/30/2015,gate2,32,,,,,,,2
11/30/2015,gate3,13,,,,,,,2
11/30/2015,gate4,14,,,,,,,4
11/30/2015,gate5,15,,,,,,,6
11/30/2015,gate6,33,,,,,,,6
11/30/2015,gate7,34,,,,,,,2
11/30/2015,gate8,16,,,,,,,6
11/30/2015,general-gate1,17,3,1,,2,1,,2
11/30/2015,general-gate2,18,3,1,,2,1,,2
11/30/2015,general-gate3,19,,,,,,,1
11/30/2015,general-gate4,20,1,1,,3,2,,2
11/30/2015,general-gate5,21,2,,,1,1,,3
11/30/2015,general-gate6,22,,2,,,,,
11/30/2015,general-gate7,23,1,1,,4,2,,7
11/30/2015,ranger-base,24,,,,,,,6
11/30/2015,ranger-stop0,25,3,1,,2,1,,3
11/30/2015,ranger-stop1,35,,,,,,,2
11/30/2015,ranger-stop2,26,3,1,,2,1,,3
11/30/2015,ranger-stop3,27,,,,,,,2
11/30/2015,ranger-stop4,28,,,,,,,4
11/30/2015,ranger-stop5,29,,,,,,,4
11/30/2015,ranger-stop6,30,,,,,,,7
11/30/2015,ranger-stop7,36,,,,,,,2
12/1/2015,camping3,3,3,,,,,,
12/1/2015,camping4,31,,,,,,,2
12/1/2015,camping5,4,,,,,,,4
12/1/2015,camping6,5,,,,,,,2
12/1/2015,entrance0,8,2,,,,,1,
12/1/2015,entrance1,9,1,,,,,,
12/1/2015,entrance2,10,2,,,,,1,
12/1/2015,entrance3,11,,,,2,,,
12/1/2015,entrance4,12,2,,,,,,
12/1/2015,gate0,39,,,,,,,2
12/1/2015,gate1,40,,,,,,,2
12/1/2015,gate3,13,,,,2,,,2
12/1/2015,gate5,15,,,,2,,,2
12/1/2015,gate6,33,,,,2,,,4
12/1/2015,gate7,34,,,,,,,2
12/1/2015,gate8,16,,,,,,,4
12/1/2015,general-gate1,17,2,,,,,1,2
12/1/2015,general-gate2,18,2,,,,,1,2
12/1/2015,general-gate4,20,2,,,,,,
12/1/2015,general-gate5,21,1,,,2,,,2
12/1/2015,general-gate7,23,2,,,,,,4
12/1/2015,ranger-base,24,,,,,,,4
12/1/2015,ranger-stop0,25,2,,,,,1,2
12/1/2015,ranger-stop2,26,2,,,,,1,3
12/1/2015,ranger-stop3,27,,,,2,,,2
12/1/2015,ranger-stop6,30,,,,2,,,4
12/1/2015,ranger-stop7,36,,,,,,,2
12/2/2015,camping6,5,2,,,,,,
12/2/2015,camping8,7,,,,,,,1
12/2/2015,entrance0,8,1,1,,,,,
12/2/2015,entrance1,9,1,,,1,2,,
12/2/2015,entrance2,10,,,,1,2,,
12/2/2015,entrance3,11,,1,,,,,
12/2/2015,gate2,32,,,,,,,2
12/2/2015,gate3,13,,,,,,,2
12/2/2015,gate4,14,,,,,,,2
12/2/2015,gate5,15,,,,,,,4
12/2/2015,gate6,33,,,,,,,4
12/2/2015,gate7,34,,,,,,,4
12/2/2015,gate8,16,,,,,,,4
12/2/2015,general-gate1,17,2,,,1,2,,2
12/2/2015,general-gate2,18,2,,,1,2,,2
12/2/2015,general-gate3,19,,,,,,,1
12/2/2015,general-gate4,20,1,,,1,2,,2
12/2/2015,general-gate5,21,2,,,,,,3
12/2/2015,general-gate7,23,1,,,1,2,,5
12/2/2015,ranger-base,24,,,,,,,4
12/2/2015,ranger-stop0,25,2,,,1,2,,3
12/2/2015,ranger-stop1,35,,,,,,,2
12/2/2015,ranger-stop2,26,2,,,1,2,,3
12/2/2015,ranger-stop3,27,,,,,,,2
12/2/2015,ranger-stop4,28,,,,,,,4
12/2/2015,ranger-stop5,29,,,,,,,2
12/2/2015,ranger-stop6,30,,,,,,,5
12/2/2015,ranger-stop7,36,,,,,,,4
12/3/2015,camping2,2,,,,,,,2
12/3/2015,camping3,3,,,,,,,2
12/3/2015,camping7,6,,,2,,,,
12/3/2015,camping8,7,,,,,,,3
12/3/2015,entrance0,8,,1,,,,,
12/3/2015,entrance1,9,1,1,,,,,
12/3/2015,entrance2,10,1,,,,,,
12/3/2015,entrance3,11,,2,,,,,
12/3/2015,entrance4,12,2,,2,,,,
12/3/2015,gate2,32,,,,,,,4
12/3/2015,gate3,13,,,,,,,6
12/3/2015,gate4,14,,,,,,,8
12/3/2015,gate5,15,,,,,,,8
12/3/2015,gate6,33,,,,,,,6
12/3/2015,gate7,34,,,,,,,4
12/3/2015,gate8,16,,,,,,,8
12/3/2015,general-gate1,17,1,,,,,,4
12/3/2015,general-gate2,18,1,,,,,,4
12/3/2015,general-gate3,19,,,,,,,3
12/3/2015,general-gate4,20,1,,,,,,4
12/3/2015,general-gate5,21,1,,,,,,7
12/3/2015,general-gate6,22,,,2,,,,
12/3/2015,general-gate7,23,1,1,,,,,10
12/3/2015,ranger-base,24,,,,,,,8
12/3/2015,ranger-stop0,25,1,,,,,,6
12/3/2015,ranger-stop1,35,,,,,,,4
12/3/2015,ranger-stop2,26,1,,,,,,6
12/3/2015,ranger-stop3,27,,,,,,,6
12/3/2015,ranger-stop4,28,,,,,,,6
12/3/2015,ranger-stop5,29,,,,,,,8
12/3/2015,ranger-stop6,30,,,,,,,10
12/3/2015,ranger-stop7,36,,,,,,,4
12/4/2015,camping8,7,1,,,,,,1
12/4/2015,entrance0,8,,,,1,,,
12/4/2015,entrance1,9,,,,1,1,,
12/4/2015,entrance2,10,,,1,1,1,1,
12/4/2015,entrance3,11,1,,1,1,,,
12/4/2015,gate3,13,,,,,,,2
12/4/2015,gate4,14,,,,,,,2
12/4/2015,gate5,15,,,,,,,2
12/4/2015,gate8,16,,,,,,,2
12/4/2015,general-gate1,17,1,,1,1,1,,
12/4/2015,general-gate2,18,1,,1,1,1,1,
12/4/2015,general-gate3,19,,,,,,,1
12/4/2015,general-gate4,20,,,,1,1,,
12/4/2015,general-gate5,21,,,,,,,1
12/4/2015,general-gate7,23,,,,1,1,,
12/4/2015,ranger-base,24,,,,,,,2
12/4/2015,ranger-stop0,25,1,,1,1,1,1,
12/4/2015,ranger-stop2,26,1,,1,1,1,,
12/4/2015,ranger-stop3,27,,,,,,,2
12/4/2015,ranger-stop5,29,,,,,,,2
12/4/2015,ranger-stop6,30,,,,,,,2
12/5/2015,camping2,2,,,,,,,4
12/5/2015,camping4,31,2,,,,,,
12/5/2015,camping8,7,1,,,,,,2
12/5/2015,entrance1,9,1,,,1,,1,
12/5/2015,entrance2,10,1,,2,,,,
12/5/2015,entrance3,11,4,,1,1,,,
12/5/2015,entrance4,12,,,1,,,,
12/5/2015,gate3,13,,,,,,,2
12/5/2015,gate5,15,,,,,,,8
12/5/2015,gate6,33,,,,,,,8
12/5/2015,gate7,34,,,,,,,4
12/5/2015,gate8,16,,,,,,,4
12/5/2015,general-gate1,17,1,,1,,,1,
12/5/2015,general-gate2,18,1,,1,,,,
12/5/2015,general-gate4,20,,,,,,1,
12/5/2015,general-gate5,21,,,,,,,4
12/5/2015,general-gate7,23,3,,,1,,1,4
12/5/2015,ranger-base,24,,,,,,,4
12/5/2015,ranger-stop0,25,1,,1,,,,
12/5/2015,ranger-stop2,26,1,,1,,,1,
12/5/2015,ranger-stop3,27,,,,,,,2
12/5/2015,ranger-stop6,30,,,,,,,9
12/5/2015,ranger-stop7,36,,,,,,,4
12/6/2015,camping7,6,,,2,,,,
12/6/2015,camping8,7,,,,,,,1
12/6/2015,entrance0,8,,1,,,,1,
12/6/2015,entrance1,9,,,2,,,,
12/6/2015,entrance2,10,,,1,,,,
12/6/2015,entrance3,11,1,,,,,1,
12/6/2015,entrance4,12,,1,1,,,,
12/6/2015,gate2,32,,,,,,,2
12/6/2015,gate3,13,,,,,,,2
12/6/2015,gate4,14,,,,,,,2
12/6/2015,gate5,15,,,,,,,2
12/6/2015,gate6,33,,,,,,,2
12/6/2015,gate7,34,,,,,,,2
12/6/2015,gate8,16,,,,,,,6
12/6/2015,general-gate1,17,1,1,2,,,,4
12/6/2015,general-gate2,18,1,1,2,,,,6
12/6/2015,general-gate3,19,,,,,,,1
12/6/2015,general-gate4,20,,,2,,,,4
12/6/2015,general-gate5,21,,1,2,,,,7
12/6/2015,general-gate6,22,,,2,,,,
12/6/2015,general-gate7,23,,,2,,,,5
12/6/2015,ranger-base,24,,,,,,,6
12/6/2015,ranger-stop0,25,1,1,2,,,,8
12/6/2015,ranger-stop1,35,,,,,,,2
12/6/2015,ranger-stop2,26,1,1,2,,,,6
12/6/2015,ranger-stop3,27,,,,,,,2
12/6/2015,ranger-stop4,28,,,,,,,4
12/6/2015,ranger-stop5,29,,,,,,,2
12/6/2015,ranger-stop6,30,,,,,,,3
12/6/2015,ranger-stop7,36,,,,,,,2
12/7/2015,camping3,3,,2,,,,,
12/7/2015,camping8,7,,,,,,,1
12/7/2015,entrance0,8,,,,1,,,
12/7/2015,entrance1,9,,,,1,,,
12/7/2015,entrance2,10,1,1,,,,,
12/7/2015,entrance3,11,1,1,,,,,
12/7/2015,entrance4,12,,,,,1,,
12/7/2015,gate2,32,,,,,,,2
12/7/2015,gate3,13,,,,,,,2
12/7/2015,gate4,14,,,,,,,2
12/7/2015,gate5,15,,,,,,,2
12/7/2015,gate6,33,,,,,,,2
12/7/2015,gate7,34,,,,,,,1
12/7/2015,gate8,16,,,,,,,1
12/7/2015,general-gate1,17,1,1,,,,,1
12/7/2015,general-gate2,18,1,1,,,,,1
12/7/2015,general-gate3,19,,,,,,,1
12/7/2015,general-gate4,20,,1,,1,,,1
12/7/2015,general-gate5,21,,,,,1,,2
12/7/2015,general-gate7,23,,2,,1,,,3
12/7/2015,ranger-base,24,,,,,,,1
12/7/2015,ranger-stop0,25,1,1,,,,,2
12/7/2015,ranger-stop1,35,,,,,,,2
12/7/2015,ranger-stop2,26,1,1,,,,,1
12/7/2015,ranger-stop3,27,,,,,,,2
12/7/2015,ranger-stop4,28,,,,,,,2
12/7/2015,ranger-stop5,29,,,,,,,2
12/7/2015,ranger-stop6,30,,,,,,,3
12/7/2015,ranger-stop7,36,,,,,,,1
12/8/2015,camping4,31,,,,,,,2
12/8/2015,camping8,7,,,2,,,,
12/8/2015,entrance0,8,1,,1,,1,,
12/8/2015,entrance1,9,2,,,,1,,
12/8/2015,entrance2,10,1,,,,,,
12/8/2015,entrance3,11,1,,1,,1,,
12/8/2015,entrance4,12,1,,,,,,
12/8/2015,gate3,13,,,,,,,2
12/8/2015,gate5,15,,,,,,,4
12/8/2015,gate6,33,,,,,,,4
12/8/2015,gate7,34,,,,,,,3
12/8/2015,gate8,16,,,,,,,7
12/8/2015,general-gate1,17,2,,2,,1,,3
12/8/2015,general-gate2,18,2,,2,,1,,3
12/8/2015,general-gate4,20,2,,,,1,,3
12/8/2015,general-gate5,21,1,,,,,,5
12/8/2015,general-gate7,23,2,,,,1,,4
12/8/2015,ranger-base,24,,,,,,,7
12/8/2015,ranger-stop0,25,2,,2,,1,,4
12/8/2015,ranger-stop2,26,2,,2,,1,,5
12/8/2015,ranger-stop3,27,,,,,,,2
12/8/2015,ranger-stop4,28,,,,,,,2
12/8/2015,ranger-stop6,30,,,,,,,4
12/8/2015,ranger-stop7,36,,,,,,,3
12/9/2015,camping0,1,,,,,,,2
12/9/2015,camping4,31,,,,,,,2
12/9/2015,camping8,7,,,1,,,,
12/9/2015,entrance0,8,1,1,,,,1,
12/9/2015,entrance1,9,,,,,,1,
12/9/2015,entrance2,10,1,,,,,,
12/9/2015,entrance3,11,,,,,,2,
12/9/2015,entrance4,12,,1,1,,,,
12/9/2015,gate0,39,,,,,,,3
12/9/2015,gate1,40,,,,,,,3
12/9/2015,gate3,13,,,,,,,2
12/9/2015,gate5,15,,,,,,,2
12/9/2015,gate6,33,,,,,,,2
12/9/2015,gate8,16,,,,,,,4
12/9/2015,general-gate1,17,1,1,,,,,2
12/9/2015,general-gate2,18,1,1,,,,,4
12/9/2015,general-gate5,21,,1,1,,,,4
12/9/2015,general-gate7,23,,,,,,1,1
12/9/2015,ranger-base,24,,,,,,,4
12/9/2015,ranger-stop0,25,1,1,,,,,4
12/9/2015,ranger-stop2,26,1,1,,,,,3
12/9/2015,ranger-stop3,27,,,,,,,2
12/9/2015,ranger-stop6,30,,,,,,,4
12/10/2015,camping0,1,,,,,,,2
12/10/2015,camping3,3,,2,,,,,
12/10/2015,camping8,7,,,,,,,2
12/10/2015,entrance0,8,1,1,,1,,,
12/10/2015,entrance2,10,2,,,1,,,
12/10/2015,entrance3,11,1,3,,,,,
12/10/2015,gate0,39,,,,,,,2
12/10/2015,gate1,40,,,,,,,2
12/10/2015,gate2,32,,,,,,,4
12/10/2015,gate3,13,,,,,,,6
12/10/2015,gate4,14,,,,,,,4
12/10/2015,gate5,15,,,,,,,7
12/10/2015,gate6,33,,,,,,,7
12/10/2015,gate7,34,,,,,,,4
12/10/2015,gate8,16,,,,,,,5
12/10/2015,general-gate1,17,2,,,1,,,4
12/10/2015,general-gate2,18,2,,,1,,,4
12/10/2015,general-gate3,19,,,,,,,2
12/10/2015,general-gate4,20,,,,,,,3
12/10/2015,general-gate5,21,,,,,,,6
12/10/2015,general-gate7,23,,2,,,,,7
12/10/2015,ranger-base,24,,,,,,,5
12/10/2015,ranger-stop0,25,2,,,1,,,5
12/10/2015,ranger-stop1,35,,,,,,,4
12/10/2015,ranger-stop2,26,2,,,1,,,6
12/10/2015,ranger-stop3,27,,,,,,,6
12/10/2015,ranger-stop4,28,,,,,,,5
12/10/2015,ranger-stop5,29,,,,,,,4
12/10/2015,ranger-stop6,30,,,,,,,10
12/10/2015,ranger-stop7,36,,,,,,,4
12/11/2015,camping3,3,2,,,,,,
12/11/2015,camping8,7,,,,,,,1
12/11/2015,entrance0,8,,,,,2,,
